DateTime,Open,High,Low,Close,Volume_(BTC)
2012-05-20,5.03,5.08,5.03,5.03,26.40212653
2012-05-21,5.04,5.09,5.01,5.08,354.05739561
2012-05-22,5.05,5.07,5.0,5.03,678.0675854599999
2012-05-23,5.02,5.1,5.02,5.1,558.15131265
2012-05-24,5.08,5.12,5.04,5.12,904.74009563
2012-05-25,5.09,5.1,5.08,5.08,274.91026252
2012-05-26,5.08,5.09,5.06,5.07,388.70621698
2012-05-27,5.08,5.08,5.0,5.07,913.52967246
2012-05-28,5.08,5.08,5.07,5.07,180.68383316999999
2012-05-29,5.07,5.12,4.95,5.11,1341.51430437
2012-05-30,5.07,5.14,5.07,5.14,748.4016813000001
2012-05-31,5.14,5.17,5.1,5.17,1102.63991433
2012-06-01,5.17,5.24,5.16,5.22,473.66441064
2012-06-02,5.2,5.21,5.17,5.19,192.43478463
2012-06-03,5.19,5.2,5.19,5.19,14.33475413
2012-06-04,5.18,5.24,5.14,5.22,1359.1183093
2012-06-05,5.22,5.49,5.22,5.37,929.19495142
2012-06-06,5.39,5.49,5.37,5.41,770.84630967
2012-06-07,5.41,5.53,5.4,5.53,1412.87520676
2012-06-08,5.48,5.63,5.46,5.61,1397.44902146
2012-06-09,5.6,5.62,5.47,5.48,353.65603433
2012-06-10,5.54,5.54,5.42,5.42,270.95117634999997
2012-06-11,5.48,5.57,5.4,5.52,667.67216608
2012-06-12,5.57,5.9,5.53,5.71,9330.40796353
2012-06-13,5.77,6.0,5.71,5.86,1690.1974072799999
2012-06-14,5.86,5.91,5.79,5.9,3236.5087261
2012-06-15,5.88,6.42,5.56,6.42,2041.44728739
2012-06-16,6.41,6.52,6.12,6.41,1010.13937541
2012-06-17,6.41,6.47,6.13,6.19,424.19045736
2012-06-18,6.13,6.34,5.98,6.06,2483.09865301
2012-06-19,6.13,6.49,6.13,6.46,1389.04883704
2012-06-20,6.4,6.65,6.26,6.64,2075.9845673199998
2012-06-21,6.66,6.69,6.64,6.64,480.84201914
2012-06-22,6.64,6.67,6.48,6.59,963.16079856
2012-06-23,6.6,6.61,6.33,6.45,1137.14132849
2012-06-24,6.35,6.45,6.35,6.4,599.17294991
2012-06-25,6.35,6.35,6.11,6.26,1956.72821549
2012-06-26,6.26,6.46,6.17,6.41,2273.09860085
2012-06-27,6.41,6.68,6.34,6.49,11231.77828715
2012-06-28,6.49,6.54,5.99,6.5,4266.15056833
2012-06-29,6.5,6.63,6.49,6.52,8127.55500192
2012-06-30,6.58,6.61,6.5,6.61,828.0520601200001
2012-07-01,6.6,6.62,6.52,6.52,332.44372303
2012-07-02,6.55,6.64,6.52,6.61,1792.23613156
2012-07-03,6.61,6.66,6.4,6.44,1936.3905711
2012-07-04,6.44,6.55,6.36,6.44,2014.68873242
2012-07-05,6.52,6.66,6.52,6.6,1406.97193178
2012-07-06,6.59,6.6,6.39,6.59,1662.61510481
2012-07-07,6.6,6.79,6.56,6.79,1408.4798228
2012-07-08,6.8,6.8,6.45,6.73,830.3709043599999
2012-07-09,6.77,6.99,6.55,6.94,1751.75552753
2012-07-10,6.95,7.13,6.95,7.08,1495.1442887
2012-07-11,7.08,7.15,7.04,7.14,751.66207543
2012-07-12,7.15,7.59,7.1,7.59,2325.83757492
2012-07-13,7.6,7.69,7.46,7.59,1204.54573744
2012-07-14,7.58,7.58,7.44,7.55,717.31461971
2012-07-15,7.55,7.57,7.4,7.57,322.39208253000004
2012-07-16,7.57,8.3,7.14,8.3,3680.08259313
2012-07-17,8.3,8.8,7.7,8.55,3658.89689036
2012-07-18,8.5,9.15,8.36,9.0,2613.84283038
2012-07-19,9.06,9.2,8.76,8.76,2512.84139938
2012-07-20,8.76,8.76,7.93,8.44,1378.66512931
2012-07-21,8.52,8.91,8.2,8.74,2380.64465914
2012-07-22,8.74,8.8,8.3,8.42,1483.54734476
2012-07-23,8.42,8.88,8.1,8.59,2585.86162064
2012-07-24,8.59,8.8,8.25,8.61,1298.89850451
2012-07-25,8.59,8.64,8.24,8.64,1795.45977381
2012-07-26,8.64,8.83,8.45,8.75,837.67858918
2012-07-27,8.76,8.91,8.76,8.83,687.49671529
2012-07-28,8.83,9.0,8.78,8.88,1498.92603223
2012-07-29,8.79,8.79,8.7,8.71,590.37066164
2012-07-30,8.7,9.0,8.54,9.0,2423.61350598
2012-07-31,9.0,9.28,8.92,9.28,1324.42575089
2012-08-01,9.28,9.5,8.9,9.45,2419.60607326
2012-08-02,9.45,10.52,9.4,10.44,2209.70926083
2012-08-03,10.4,12.0,10.1,10.79,2419.4134313
2012-08-04,10.96,11.2,10.5,10.51,635.36838136
2012-08-05,10.93,10.93,10.29,10.71,1906.7619071
2012-08-06,10.71,10.99,10.43,10.84,2070.07812125
2012-08-07,10.86,10.87,10.72,10.75,1039.03555
2012-08-08,10.75,11.04,10.7,10.99,2746.09461909
2012-08-09,11.0,12.49,10.79,11.0,2432.99473283
2012-08-10,11.0,11.5,10.9,11.32,2554.4390557799998
2012-08-11,11.32,11.4,11.25,11.38,358.81692698
2012-08-12,11.4,11.69,11.34,11.49,838.43263007
2012-08-13,11.42,11.98,11.4,11.89,3499.58597117
2012-08-14,11.9,12.3,11.81,12.25,1925.97314893
2012-08-15,12.13,13.2,12.13,13.01,1592.26779358
2012-08-16,13.14,13.5,12.75,13.42,1529.32907411
2012-08-17,13.49,16.41,11.5,12.5,4868.27886465
2012-08-18,12.64,12.99,11.11,11.54,2511.36721759
2012-08-19,11.86,11.86,7.1,8.06,5427.25152631
2012-08-20,8.09,10.33,7.86,10.05,3382.49965273
2012-08-21,9.79,10.51,9.53,10.18,3384.91944343
2012-08-22,9.99,10.71,9.75,9.96,8193.33129544
2012-08-23,9.96,10.19,9.78,10.02,2710.255412
2012-08-24,10.03,10.51,9.83,10.37,4170.89273973
2012-08-25,10.45,10.58,10.14,10.57,581.27122837
2012-08-26,10.57,10.62,10.2,10.31,1412.06354452
2012-08-27,10.31,11.93,10.31,10.78,4283.77447562
2012-08-28,10.9,11.21,10.63,11.0,2970.10121301
2012-08-29,11.0,11.05,10.49,10.78,4768.86011118
2012-08-30,10.81,10.91,10.51,10.65,1513.88396985
2012-08-31,10.65,10.8,9.69,10.16,2915.12925668
2012-09-01,10.2,10.2,9.85,9.91,665.20204584
2012-09-02,10.07,10.18,9.49,10.18,1340.45182161
2012-09-03,10.17,10.55,9.95,10.55,1166.65101376
2012-09-04,10.36,10.5,10.14,10.36,2649.65990947
2012-09-05,10.38,10.99,10.12,10.99,1870.38903071
2012-09-06,10.9,11.15,10.68,11.02,3296.23211519
2012-09-07,11.03,11.1,10.83,11.03,1351.7701121
2012-09-08,10.98,11.11,10.3,10.97,1355.12940957
2012-09-09,10.97,11.04,10.84,10.98,1216.12471856
2012-09-10,10.85,11.08,10.74,10.95,2492.06090795
2012-09-11,10.95,11.04,10.38,11.04,4794.96358934
2012-09-12,11.04,11.14,10.75,11.14,2414.68753316
2012-09-13,11.17,11.42,10.98,11.3,2138.98077281
2012-09-14,11.26,11.7,11.05,11.5,2127.29435418
2012-09-15,11.6,11.65,11.35,11.63,594.79395476
2012-09-16,11.63,11.8,11.53,11.75,1287.40625221
2012-09-17,11.75,11.88,11.58,11.85,689.94090289
2012-09-18,11.85,12.28,11.67,11.91,3735.01772907
2012-09-19,11.9,12.5,11.9,12.32,1251.58348152
2012-09-20,12.44,12.66,12.28,12.28,767.93391028
2012-09-21,12.29,12.35,12.01,12.19,1990.3901719
2012-09-22,12.14,12.25,11.97,11.97,818.0470256899999
2012-09-23,12.11,12.11,11.79,11.99,1084.46274346
2012-09-24,11.99,11.99,11.69,11.9,1523.1995401
2012-09-25,11.9,12.18,11.56,11.75,3057.44986023
2012-09-26,11.8,12.2,11.53,12.2,3038.10509727
2012-09-27,12.2,12.38,11.84,12.22,3306.14546315
2012-09-28,12.21,12.28,11.53,12.28,2842.62287799
2012-09-29,12.28,12.28,12.12,12.28,584.15406141
2012-09-30,12.2,12.28,12.17,12.22,173.21424584
2012-10-01,12.21,12.27,11.6,12.14,3151.92775768
2012-10-02,12.2,12.7,12.14,12.64,4634.41770999
2012-10-03,12.63,12.99,12.45,12.9,4948.45567245
2012-10-04,12.9,12.9,12.51,12.57,3211.88600053
2012-10-05,12.61,12.7,11.5,12.5,5459.56068828
2012-10-06,12.51,12.6,12.06,12.39,1640.4168496300001
2012-10-07,12.39,12.45,11.52,11.71,3262.84750728
2012-10-08,11.7,11.99,10.42,11.62,2885.95781205
2012-10-09,11.62,12.26,11.52,11.99,1933.93908899
2012-10-10,11.85,12.25,11.79,12.24,2369.71836117
2012-10-11,12.1,12.13,11.58,12.09,2349.86047287
2012-10-12,11.95,12.1,11.81,11.9,735.71660723
2012-10-13,11.9,12.0,11.81,11.85,486.61590663
2012-10-14,11.85,11.9,11.79,11.79,336.21764746
2012-10-15,11.78,11.84,11.03,11.66,3425.95800654
2012-10-16,11.8,11.94,11.17,11.92,1004.4996770500001
2012-10-17,11.79,11.97,11.15,11.88,3020.8905373400003
2012-10-18,11.9,11.9,11.55,11.8,1277.75425699
2012-10-19,11.75,11.84,11.5,11.67,10149.00152833
2012-10-20,11.65,11.7,11.53,11.6,704.85501096
2012-10-21,11.6,11.68,11.29,11.32,2048.2603274
2012-10-22,11.54,11.57,11.27,11.49,1913.11800635
2012-10-23,11.5,11.7,11.25,11.58,2717.11005347
2012-10-24,11.38,11.62,11.01,11.4,3180.17696523
2012-10-25,11.39,11.39,10.4,10.55,3077.54063611
2012-10-26,10.46,10.84,9.68,10.0,2384.6465122199997
2012-10-27,10.0,10.75,9.5,10.43,1989.47751313
2012-10-28,10.35,10.75,10.3,10.54,972.31928641
2012-10-29,10.67,10.8,10.32,10.8,2655.79081055
2012-10-30,10.8,10.81,10.43,10.8,2780.31469798
2012-10-31,10.79,11.0,10.66,11.0,3057.67949806
2012-11-01,11.0,11.05,10.63,10.85,1726.98832092
2012-11-02,10.85,10.96,10.45,10.67,2477.44954182
2012-11-03,10.54,10.69,10.41,10.66,1572.81466123
2012-11-04,10.67,10.68,10.4,10.64,2010.40623271
2012-11-05,10.63,10.8,10.5,10.78,5531.26120644
2012-11-06,10.78,10.8,10.51,10.74,3348.91281134
2012-11-07,10.68,10.84,10.45,10.8,4027.9994833
2012-11-08,10.65,10.83,10.25,10.81,2930.3994993
2012-11-09,10.69,10.84,10.61,10.8,2342.58038373
2012-11-10,10.8,10.87,10.63,10.81,1074.44382044
2012-11-11,10.82,10.85,10.64,10.82,650.67843328
2012-11-12,10.78,10.92,10.72,10.87,1146.3177332
2012-11-13,10.92,10.99,10.76,10.87,2565.61377888
2012-11-14,10.87,10.98,10.74,10.97,1294.56300651
2012-11-15,10.98,11.05,10.81,11.05,2452.65680751
2012-11-16,11.05,11.6,10.96,11.46,7094.45117038
2012-11-17,11.48,11.65,11.45,11.57,795.35041288
2012-11-18,11.56,11.65,11.32,11.51,1033.46070105
2012-11-19,11.51,11.65,11.03,11.65,4206.61783947
2012-11-20,11.6,11.69,11.44,11.65,2524.49574606
2012-11-21,11.64,11.67,11.34,11.67,3449.3800311
2012-11-22,11.67,12.12,11.55,11.88,10030.59751843
2012-11-23,11.86,12.16,11.66,12.16,2085.93949655
2012-11-24,12.16,12.29,12.06,12.25,1378.94883856
2012-11-25,12.29,12.35,12.2,12.31,1110.26121167
2012-11-26,12.32,12.4,12.11,12.2,4569.27484855
2012-11-27,12.2,12.23,11.75,12.07,3692.25210948
2012-11-28,12.01,12.74,11.93,12.22,4332.17242762
2012-11-29,12.22,12.41,12.1,12.37,3553.57577684
2012-11-30,12.35,12.45,12.2,12.43,3472.32663909
2012-12-01,12.39,12.46,12.31,12.34,2513.84899834
2012-12-02,12.44,12.46,12.24,12.42,1741.38980028
2012-12-03,12.46,12.6,12.32,12.6,5124.74579588
2012-12-04,12.5,13.01,12.42,12.59,5524.27022114
2012-12-05,12.86,13.43,12.63,13.2,3202.16066697
2012-12-06,13.2,13.59,13.02,13.45,4479.8787206
2012-12-07,13.34,13.48,13.11,13.37,3494.46597785
2012-12-08,13.3,13.37,13.3,13.36,509.44467265
2012-12-09,13.35,13.36,13.1,13.29,1187.24480088
2012-12-10,13.3,13.4,13.03,13.3,6444.03315201
2012-12-11,13.13,13.41,13.13,13.35,2641.35197436
2012-12-12,13.39,13.49,13.23,13.49,3925.65665283
2012-12-13,13.49,13.52,13.05,13.52,5259.54363934
2012-12-14,13.51,13.94,13.38,13.51,5949.65698329
2012-12-15,13.51,13.57,13.28,13.38,1531.92100659
2012-12-16,13.38,13.44,13.27,13.27,1217.80887677
2012-12-17,13.28,13.29,12.85,13.2,5313.36578294
2012-12-18,13.3,13.62,12.75,13.13,5416.93282338
2012-12-19,13.13,13.4,13.0,13.4,4893.71657021
2012-12-20,13.27,13.44,13.14,13.35,1866.13166051
2012-12-21,13.38,13.41,13.2,13.2,2559.57635586
2012-12-22,13.28,13.37,13.11,13.2,870.39564745
2012-12-23,13.2,13.29,13.04,13.14,518.01209598
2012-12-24,13.11,13.24,13.01,13.23,1511.90177224
2012-12-25,13.23,13.25,13.09,13.24,1136.04126972
2012-12-26,13.09,13.19,13.01,13.18,2247.7983618
2012-12-27,13.18,13.25,12.91,13.2,3347.61148062
2012-12-28,13.19,13.29,13.01,13.18,4176.8818021
2012-12-29,13.18,13.28,13.11,13.22,274.78659657
2012-12-30,13.13,13.29,13.1,13.2,1020.8902326799999
2012-12-31,13.2,13.29,13.05,13.24,1641.78561179
2013-01-01,13.24,13.24,12.77,13.22,2116.9294086200002
2013-01-02,13.12,13.19,12.98,13.09,1840.84872373
2013-01-03,13.09,13.26,12.96,13.19,3320.9720537
2013-01-04,13.12,13.24,12.84,13.19,2700.25350741
2013-01-05,13.19,13.19,13.03,13.15,1463.53584867
2013-01-06,13.11,13.15,13.06,13.15,453.5630895
2013-01-07,13.1,13.2,13.04,13.2,3935.24845698
2013-01-08,13.2,13.5,13.05,13.5,6086.27515492
2013-01-09,13.51,13.65,13.18,13.58,4640.26739318
2013-01-10,13.67,14.19,13.5,14.0,3719.44737915
2013-01-11,14.0,14.1,13.85,14.0,2405.62603846
2013-01-12,14.02,14.07,13.84,13.89,2245.5631997
2013-01-13,13.94,14.03,13.54,13.64,1578.50971345
2013-01-14,13.65,14.1,13.5,14.1,4314.60459809
2013-01-15,14.1,14.32,13.88,14.2,4961.37905221
2013-01-16,14.15,14.65,14.01,14.53,5436.22875828
2013-01-17,14.53,15.47,14.45,15.36,5227.75642184
2013-01-18,15.34,15.7,15.17,15.57,6749.5256782
2013-01-19,15.52,15.65,15.32,15.38,1993.54022684
2013-01-20,15.48,15.69,15.38,15.5,1427.76747178
2013-01-21,15.62,16.98,15.45,16.52,5634.62820353
2013-01-22,16.53,17.6,16.45,17.35,3827.75700027
2013-01-23,17.5,17.6,16.86,17.5,4853.15538002
2013-01-24,17.5,19.2,16.0,17.29,14880.17041123
2013-01-25,17.15,17.72,16.12,17.49,5131.56268928
2013-01-26,17.3,17.49,16.67,17.49,2485.89670409
2013-01-27,17.49,17.6,17.08,17.6,2589.57418764
2013-01-28,17.6,18.74,17.48,18.67,5344.51893733
2013-01-29,18.6,19.85,18.53,19.35,4541.64000435
2013-01-30,19.46,19.47,18.85,19.45,2557.50773646
2013-01-31,19.45,21.0,19.27,20.46,5738.86115204
2013-02-01,20.3,20.9,20.04,20.35,3503.83130961
2013-02-02,20.35,20.53,19.5,19.82,4786.977974
2013-02-03,19.76,20.59,19.57,20.29,2479.42164405
2013-02-04,20.55,20.7,19.9,20.3,4506.95113427
2013-02-05,20.3,20.69,20.08,20.5,3193.30770398
2013-02-06,20.56,20.99,20.33,20.91,3424.26001089
2013-02-07,20.91,21.96,20.9,21.71,6307.57656258
2013-02-08,21.95,22.63,21.81,22.4,2801.66595389
2013-02-09,22.4,23.5,22.24,23.14,2134.0789741
2013-02-10,23.46,23.8,22.85,23.7,2194.81136293
2013-02-11,23.74,23.94,23.16,23.94,2978.34729807
2013-02-12,23.94,25.85,23.87,25.47,8534.23395403
2013-02-13,25.33,25.97,25.0,25.0,3983.63915336
2013-02-14,25.0,27.5,22.42,27.4,12042.50498387
2013-02-15,27.4,27.56,26.72,27.0,3145.14317345
2013-02-16,27.43,27.58,26.71,27.5,2782.38948658
2013-02-17,27.36,27.5,25.25,26.98,7942.00011199
2013-02-18,26.81,27.0,26.29,26.92,3103.54193597
2013-02-19,26.92,29.5,26.7,29.39,9541.05177226
2013-02-20,29.39,30.07,29.21,30.0,3832.39322315
2013-02-21,30.0,30.14,29.6,30.0,3576.1120243
2013-02-22,29.96,31.49,29.9,30.4,6182.20227366
2013-02-23,30.37,30.44,27.67,29.54,3865.84825949
2013-02-24,29.55,30.37,29.08,29.78,1590.77752019
2013-02-25,29.79,30.49,29.78,30.43,1564.84867774
2013-02-26,30.43,32.0,29.85,31.1,5071.90174369
2013-02-27,31.01,31.77,30.45,31.31,3168.54441515
2013-02-28,31.31,34.42,31.31,33.53,6726.87432506
2013-03-01,33.53,34.75,33.25,34.55,3666.42582921
2013-03-02,34.55,34.77,33.6,34.16,2128.57214025
2013-03-03,34.29,34.34,33.91,34.33,1136.6260825900001
2013-03-04,34.33,37.0,34.24,36.52,6165.24472089
2013-03-05,36.56,41.0,36.53,40.75,6476.1922097199995
2013-03-06,40.66,49.17,40.66,42.32,10298.43893055
2013-03-07,42.31,46.0,33.0,41.68,16259.06198022
2013-03-08,41.68,44.37,40.56,43.76,4388.75944645
2013-03-09,43.77,46.0,42.0,46.0,3829.2199598
2013-03-10,45.76,47.0,45.0,45.29,1252.09771351
2013-03-11,45.97,48.38,45.6,48.25,3400.7859461
2013-03-12,48.15,48.25,36.0,44.84,11195.69562451
2013-03-13,44.29,47.09,44.2,46.99,3290.23440492
2013-03-14,46.99,47.97,46.8,46.95,3527.68709124
2013-03-15,46.95,47.29,46.9,46.9,1063.76443798
2013-03-16,46.93,47.0,46.58,46.74,909.75563433
2013-03-17,46.7,47.24,46.7,47.24,1102.96029809
2013-03-18,47.24,51.1,46.98,50.35,5924.10302677
2013-03-19,49.87,60.0,48.0,59.41,9303.93790035
2013-03-20,59.46,67.99,58.86,64.2,8546.00680191
2013-03-21,65.13,76.91,64.61,72.23,9864.56711014
2013-03-22,70.87,74.47,65.0,69.9,5462.69655236
2013-03-23,68.81,72.0,50.09,63.9,13092.94728399
2013-03-24,64.37,71.0,63.36,70.22,3627.6948039500003
2013-03-25,70.22,80.0,69.25,75.11,8198.25231403
2013-03-26,74.3,100.0,74.3,79.81,6748.6811185
2013-03-27,79.81,89.99,78.75,89.3,6073.07958286
2013-03-28,89.4,97.0,80.0,88.52,9823.47335779
2013-03-29,88.96,94.0,84.0,90.0,6658.41693742
2013-03-30,90.49,95.0,89.31,92.11,1799.52075455
2013-03-31,92.12,96.15,92.12,96.15,2003.81769842
2013-04-01,95.5,106.5,93.7,104.7,6540.7052677
2013-04-02,103.73,116.0,100.1,116.0,6441.03900269
2013-04-03,116.0,158.41,110.0,133.78,15003.948503650001
2013-04-04,133.87,150.0,119.0,135.0,7265.27300112
2013-04-05,134.67,200.0,127.09,141.8,7564.2777215900005
2013-04-06,141.8,150.03,138.5,141.0,3504.27395363
2013-04-07,141.0,165.1,140.65,164.97,6737.21244685
2013-04-08,164.97,198.0,162.0,185.6,13411.06323591
2013-04-09,185.6,235.29,164.34,229.0,11211.78878477
2013-04-10,228.94,259.34,70.0,162.0,20889.47079028
2013-04-11,162.0,179.0,50.0,83.4,37205.88492273
2013-04-12,81.02,112.0,45.0,109.9,29095.90818647
2013-04-13,109.9,119.0,85.0,91.64,16830.84314245
2013-04-14,90.44,99.99,81.94,91.11,5777.57333124
2013-04-15,91.79,99.8,60.0,74.0,19578.12871598
2013-04-16,73.99,82.0,49.8,68.09,35706.58629386
2013-04-17,67.85,101.12,60.0,89.98,30854.42411947
2013-04-18,89.98,111.23,78.92,109.3,16527.45971668
2013-04-19,109.3,140.2,100.0,117.71,25498.95204842
2013-04-20,118.11,129.79,114.27,126.55,7474.81424834
2013-04-21,126.55,129.0,101.0,118.81,17188.09077106
2013-04-22,118.91,125.01,116.0,123.74,6675.54945823
2013-04-23,123.73,138.87,121.12,137.29,13391.87055752
2013-04-24,137.3,161.0,134.98,149.0,21232.85034477
2013-04-25,150.0,170.28,123.2,141.9,16566.09169458
2013-04-26,141.9,142.53,126.68,137.3,10688.92108773
2013-04-27,137.3,148.61,125.76,128.8,6686.07508764
2013-04-28,128.8,148.18,121.57,135.28,5136.5255006
2013-04-29,135.31,151.65,123.96,143.31,10485.46213504
2013-04-30,143.32,144.99,133.89,139.88,8465.29718136
2013-05-01,139.87,140.3,104.9,116.75,21104.902129950002
2013-05-02,116.75,127.24,93.01,106.81,21725.133598
2013-05-03,107.02,108.0,81.5,98.08,26863.56444609
2013-05-04,98.08,115.64,94.0,112.62,15910.12807666
2013-05-05,112.89,118.76,106.5,116.57,9033.94177783
2013-05-06,116.9,123.97,105.0,112.71,17251.55561438
2013-05-07,112.67,112.95,98.77,110.0,14941.55263514
2013-05-08,110.92,116.29,109.41,113.16,8261.64064249
2013-05-09,113.16,113.95,109.0,111.96,6725.70842693
2013-05-10,111.96,119.98,109.2,117.9,10480.13511879
2013-05-11,117.9,118.5,112.95,115.04,4692.10496687
2013-05-12,115.58,117.86,113.0,114.5,3366.70303467
2013-05-13,115.05,117.48,113.55,115.99,3412.04123442
2013-05-14,115.98,117.9,103.5,107.0,12120.00783896
2013-05-15,107.0,113.0,101.72,108.95,10914.51829481
2013-05-16,108.96,113.35,108.35,113.35,7515.76166257
2013-05-17,113.36,118.16,112.82,116.73,9721.36089521
2013-05-18,117.51,118.55,115.99,118.49,3906.23090184
2013-05-19,118.49,118.98,114.1,116.38,4800.36143192
2013-05-20,117.27,118.94,114.03,116.55,4541.30988594
2013-05-21,117.81,118.56,116.9,117.5,3656.2547232
2013-05-22,117.25,119.48,117.0,119.11,7275.60471178
2013-05-23,118.45,123.9,118.36,123.84,10212.79546118
2013-05-24,123.84,129.94,122.52,128.7,13193.58203434
2013-05-25,128.65,129.73,126.03,128.97,5146.70519875
2013-05-26,128.98,130.29,127.97,129.5,3916.06467515
2013-05-27,130.27,130.6,120.33,126.25,7413.81180566
2013-05-28,126.2,127.11,123.0,125.92,6072.75780468
2013-05-29,125.99,130.4,125.53,130.35,9946.83923725
2013-05-30,130.01,131.0,124.9,126.81,9432.35613171
2013-05-31,126.78,129.87,125.06,127.91,5633.94849614
2013-06-01,127.76,128.86,127.09,128.77,3406.48517336
2013-06-02,128.77,128.8,117.02,123.0,15138.12901202
2013-06-03,123.35,125.01,117.0,123.22,8850.29223011
2013-06-04,123.22,123.66,116.32,120.57,7975.85871798
2013-06-05,120.58,122.74,119.65,121.2,4733.0269489600005
2013-06-06,120.98,121.33,118.43,118.78,4936.97817062
2013-06-07,118.78,119.16,107.0,110.18,18261.47609584
2013-06-08,110.17,112.46,108.44,109.11,5055.00711397
2013-06-09,109.11,110.0,90.0,100.17,30734.49888577
2013-06-10,100.17,107.9,93.1,104.22,13536.55840755
2013-06-11,104.21,108.0,102.97,107.36,5234.35334037
2013-06-12,107.35,111.18,105.01,106.56,7612.62055255
2013-06-13,106.1,108.43,95.0,102.0,8047.28050101
2013-06-14,101.86,102.95,95.0,99.01,10698.4120069
2013-06-15,99.01,105.0,96.22,99.42,4243.40771805
2013-06-16,99.43,101.11,98.0,99.37,3089.73462791
2013-06-17,98.74,101.47,98.29,100.0,4785.76602027
2013-06-18,100.39,108.18,99.99,104.5,10874.74329689
2013-06-19,104.49,107.5,102.0,105.24,5483.53573255
2013-06-20,105.24,108.0,102.47,102.61,9088.52547567
2013-06-21,103.0,104.86,90.0,101.8,12331.66300099
2013-06-22,101.29,103.0,98.55,100.0,3350.32557131
2013-06-23,100.0,101.45,98.5,100.41,1977.39270619
2013-06-24,100.4,102.3,95.0,99.47,9702.68839049
2013-06-25,98.83,101.0,97.47,97.87,5294.05179614
2013-06-26,97.57,99.98,96.13,98.77,4940.40777894
2013-06-27,98.75,98.76,96.0,96.31,4937.41675442
2013-06-28,96.98,97.45,88.01,89.96,18557.52900345
2013-06-29,89.2,91.61,86.2,88.98,4373.62440255
2013-06-30,88.83,90.3,88.01,89.53,2390.67441288
2013-07-01,89.41,90.16,80.94,84.5,20854.46869193
2013-07-02,83.41,88.5,81.9,88.0,12666.39148742
2013-07-03,88.04,89.56,75.11,77.01,20740.88552523
2013-07-04,77.33,83.9,70.06,79.4,21957.43214386
2013-07-05,79.4,79.4,63.26,66.93,32935.36592906
2013-07-06,67.13,72.88,63.0,66.34,17245.95828177
2013-07-07,66.34,73.96,64.5,73.96,6858.52231849
2013-07-08,73.97,76.94,70.1,74.4,18669.57799992
2013-07-09,74.0,76.01,70.25,75.01,15908.99990621
2013-07-10,75.0,86.64,74.81,86.19,27275.18412993
2013-07-11,86.13,89.96,83.85,87.13,17311.05698299
2013-07-12,87.81,100.0,86.6,90.17,32060.82985282
2013-07-13,90.19,92.04,87.15,91.67,6004.55580528
2013-07-14,91.67,93.0,88.87,90.03,5202.94162176
2013-07-15,90.02,95.0,88.11,93.78,13030.66102007
2013-07-16,93.76,93.9,89.09,91.55,9285.47354955
2013-07-17,91.61,92.37,89.0,90.97,7404.86645917
2013-07-18,90.96,91.0,77.0,85.28,21446.66606842
2013-07-19,85.0,88.0,83.21,86.51,8689.960752
2013-07-20,86.51,87.07,84.27,85.04,4451.4748679
2013-07-21,85.02,86.99,84.25,85.93,2907.86221135
2013-07-22,85.73,87.08,83.0,85.6,8294.01816821
2013-07-23,85.59,88.88,82.0,86.98,13038.50130799
2013-07-24,86.88,88.48,85.73,88.42,9276.4211009
2013-07-25,88.42,90.66,87.08,90.16,10416.8800968
2013-07-26,90.1,91.77,88.56,89.95,6500.58440396
2013-07-27,89.97,90.16,87.8,88.16,3489.15396964
2013-07-28,88.16,94.01,87.9,92.71,7294.35296151
2013-07-29,92.72,93.5,90.54,93.39,10250.84060044
2013-07-30,93.45,97.0,92.7,96.57,11695.36756812
2013-07-31,96.98,101.0,95.0,98.28,17025.38437414
2013-08-01,97.77,98.44,95.15,96.62,7832.16050467
2013-08-02,96.63,98.71,93.03,95.85,15553.07296963
2013-08-03,95.82,97.0,93.98,95.55,4499.94672997
2013-08-04,95.54,96.61,95.5,96.38,3019.67129901
2013-08-05,96.38,98.92,96.0,97.81,11003.41353294
2013-08-06,97.88,98.98,97.07,97.69,9248.61209517
2013-08-07,97.7,98.32,95.5,97.09,7127.85555164
2013-08-08,97.09,97.14,91.11,94.27,14017.03265768
2013-08-09,94.26,95.75,90.0,92.27,12311.24302657
2013-08-10,92.72,94.25,92.14,93.51,3115.45505946
2013-08-11,93.51,94.58,93.12,94.09,1863.55256347
2013-08-12,94.0,96.18,93.31,95.35,7203.7336517
2013-08-13,95.37,98.19,94.24,98.15,12840.28503739
2013-08-14,97.75,101.0,97.03,99.19,17997.71861974
2013-08-15,99.19,100.01,96.68,98.08,9533.324150370001
2013-08-16,98.09,99.0,96.5,98.25,9306.11308233
2013-08-17,98.26,99.82,97.48,99.71,5533.56584068
2013-08-18,99.71,99.99,98.41,99.3,2757.60749158
2013-08-19,99.32,105.16,99.0,102.85,20223.50852432
2013-08-20,102.85,104.88,100.38,104.87,11512.55473348
2013-08-21,104.87,114.0,104.56,110.43,23925.71807899
