Date,Actual_Price,Predicted_Price,Abs_Error,Pct_Error,Directional_Error,Is_Outlier,Outlier_Type
2015-10-21,267.89,293.03522,25.145217285156264,9.386396388501348,-25.145217285156264,False,Normal
2015-10-22,275.21,294.87833,19.668326416015645,7.146661246326677,-19.668326416015645,False,Normal
2015-10-23,278.6,297.9698,19.369787597656227,6.952544004901733,-19.369787597656227,False,Normal
2015-10-24,282.84,301.3734,18.533413085937525,6.5526138756673475,-18.533413085937525,False,Normal
2015-10-25,283.96,305.2343,21.27431396484377,7.492010834217415,-21.27431396484377,False,Normal
2015-10-26,286.90000000000003,308.63785,21.73784790039059,7.576803032551617,-21.73784790039059,False,Normal
2015-10-27,295.54,311.97726,16.437264404296855,5.561773162447335,-16.437264404296855,False,Normal
2015-10-28,305.67,316.77444,11.104444580078109,3.63282120590117,-11.104444580078109,False,Normal
2015-10-29,314.82,323.43213,8.612128906250007,2.7355723607934714,-8.612128906250007,False,Normal
2015-10-30,328.65,331.52423,2.8742309570312727,0.8745568102940128,-2.8742309570312727,False,Normal
2015-10-31,310.18,342.00894,31.828941650390618,10.261442275578895,-31.828941650390618,False,Normal
2015-11-01,325.78,345.88104,20.101042480468777,6.170127841018104,-20.101042480468777,False,Normal
2015-11-02,361.26,351.93958,9.320424804687491,2.5799769707931937,9.320424804687491,True,Positive Spike
2015-11-03,404.06,366.00455,38.05545288085938,9.418267802024298,38.05545288085938,True,Positive Spike
2015-11-04,408.0,390.0576,17.942413330078125,4.397650325999541,17.942413330078125,True,Positive Spike
2015-11-05,385.49999999999994,412.52628,27.026275634765682,7.010707038849724,-27.026275634765682,False,Normal
2015-11-06,374.47,424.61002,50.1400158691406,13.389594859171789,-50.1400158691406,False,Normal
2015-11-07,383.53,429.0178,45.4877917480469,11.860295608699948,-45.4877917480469,False,Normal
2015-11-08,372.65,432.18417,59.5341735839844,15.97589523251963,-59.5341735839844,True,Negative Drop
2015-11-09,377.90000000000003,429.89325,51.993249511718716,13.75846771942808,-51.993249511718716,True,Negative Drop
2015-11-10,336.8,427.43784,90.63783569335936,26.911471405391733,-90.63783569335936,True,Negative Drop
2015-11-11,309.91,413.13358,103.2235754394531,33.30759750877774,-103.2235754394531,True,Negative Drop
2015-11-12,337.17,391.7685,54.598493652343734,16.193164769209517,-54.598493652343734,True,Negative Drop
2015-11-13,336.99,379.4293,42.439290771484366,12.593635054893133,-42.439290771484366,False,Normal
2015-11-14,333.0,369.94095,36.940948486328125,11.09337792382226,-36.940948486328125,False,Normal
2015-11-15,319.28,362.13846,42.85845825195315,13.423471013515773,-42.85845825195315,False,Normal
2015-11-16,330.83,353.02832,22.198320312500016,6.709887347731469,-22.198320312500016,False,Normal
2015-11-17,336.08,349.08075,13.000749511718766,3.8683496523800187,-13.000749511718766,False,Normal
2015-11-18,335.65000000000003,348.53583,12.885827636718716,3.8390667769160483,-12.885827636718716,False,Normal
2015-11-19,326.02,349.35886,23.338856201171893,7.1587191586933,-23.338856201171893,False,Normal
2015-11-20,322.04,348.48065,26.44065185546873,8.210362642984949,-26.44065185546873,False,Normal
2015-11-21,326.5,347.01645,20.516448974609375,6.28375160018664,-20.516448974609375,False,Normal
2015-11-22,324.2,347.20126,23.001263427734386,7.094775887641698,-23.001263427734386,False,Normal
2015-11-23,323.4800000000001,347.25162,23.77161743164055,7.34871319143086,-23.77161743164055,False,Normal
2015-11-24,319.7,347.44193,27.741925048828136,8.677486721560255,-27.741925048828136,False,Normal
2015-11-25,328.9,346.86398,17.963983154296898,5.461837383489479,-17.963983154296898,False,Normal
2015-11-26,353.21,348.94083,4.2691735839843545,1.208678571949932,4.2691735839843545,True,Positive Spike
2015-11-27,357.14,357.73328,0.5932763671875136,0.16611871176219792,-0.5932763671875136,False,Normal
2015-11-28,356.95,367.40585,10.455853271484386,2.929220695191032,-10.455853271484386,False,Normal
2015-11-29,371.48,375.96515,4.485148925781232,1.2073729206905437,-4.485148925781232,False,Normal
2015-11-30,376.71,386.83878,10.128775634765645,2.6887461534776476,-10.128775634765645,False,Normal
2015-12-01,363.06,397.28317,34.22317260742187,9.426313173420887,-34.22317260742187,False,Normal
2015-12-02,358.89,401.83658,42.94657836914064,11.966501816473192,-42.94657836914064,False,Normal
2015-12-03,361.42,403.04822,41.628217773437484,11.517961865264093,-41.628217773437484,False,Normal
